"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 05, 2018","121.50","122.00","123.40","121.00","1.38M","-2.64%"
"Jul 04, 2018","124.80","125.00","125.50","123.80","1.29M","0.00%"
"Jul 03, 2018","124.80","122.00","124.80","120.50","3.37M","2.30%"
"Jul 02, 2018","122.00","121.00","122.00","119.00","1.25M","0.83%"
"Jun 29, 2018","121.00","119.50","121.00","118.20","2.20M","1.77%"
"Jun 28, 2018","118.90","117.60","118.90","117.50","775.28K","-0.08%"
"Jun 27, 2018","119.00","117.00","119.00","116.40","616.57K","0.00%"
"Jun 26, 2018","119.00","119.00","119.00","115.00","1.16M","1.28%"
"Jun 25, 2018","117.50","118.40","119.00","117.00","1.10M","2.17%"
"Jun 22, 2018","115.00","112.80","115.50","111.30","1.01M","1.95%"
"Jun 21, 2018","112.80","116.00","116.00","111.80","2.20M","-2.76%"
"Jun 20, 2018","116.00","116.00","117.70","114.50","860.38K","0.00%"
"Jun 19, 2018","116.00","118.00","118.30","115.50","1.74M","-1.69%"
"Jun 18, 2018","118.00","120.00","120.40","116.40","1.19M","-2.96%"
"Jun 14, 2018","121.60","126.00","126.00","121.60","3.58M","-4.63%"
"Jun 13, 2018","127.50","130.00","130.00","125.50","1.07M","-2.82%"
"Jun 11, 2018","131.20","131.20","131.40","128.00","394.90K","0.15%"
"Jun 08, 2018","131.00","129.80","131.40","128.10","1.00M","0.85%"
"Jun 07, 2018","129.90","125.70","129.90","125.10","1.25M","3.51%"
"Jun 06, 2018","125.50","126.00","126.00","125.00","699.17K","-0.24%"
"Jun 05, 2018","125.80","122.10","125.80","122.10","967.07K","4.14%"
"Jun 04, 2018","120.80","129.00","129.90","120.50","1.64M","-6.21%"
"Jun 01, 2018","128.80","128.10","131.90","128.10","743.50K","0.63%"
"May 31, 2018","128.00","131.10","131.30","124.10","4.44M","-2.51%"
"May 30, 2018","131.30","132.00","134.20","131.00","858.13K","-0.53%"
"May 29, 2018","132.00","137.00","137.00","132.00","694.55K","-2.58%"
"May 28, 2018","135.50","137.30","137.30","133.10","454.76K","-0.15%"
"May 25, 2018","135.70","136.00","136.00","133.90","1.13M","2.03%"
"May 24, 2018","133.00","133.50","133.80","131.10","1.08M","-0.37%"
"May 23, 2018","133.50","135.70","135.80","133.50","1.59M","-1.62%"
"May 22, 2018","135.70","137.90","137.90","135.50","730.10K","0.15%"
"May 21, 2018","135.50","139.30","139.30","135.30","517.48K","0.00%"
"May 18, 2018","135.50","137.40","139.80","135.50","1.19M","-1.31%"
"May 17, 2018","137.30","140.50","140.90","137.30","841.99K","-2.62%"
"May 16, 2018","141.00","142.00","142.00","140.50","484.01K","-2.22%"
"May 15, 2018","144.20","144.70","144.90","141.40","1.09M","0.84%"
"May 11, 2018","143.00","141.00","144.50","141.00","449.79K","1.42%"
"May 10, 2018","141.00","141.40","141.90","140.30","596.76K","-0.21%"
"May 09, 2018","141.30","141.00","141.50","140.00","540.92K","0.21%"
